,Beer_name,ID_Nr,Price_SEK,Bottle,Volume_ml,Alcohol_content,Bitterness,Fullness,Sweetness,Kind,Color,Producer,Info,Link,APK,SEK_p_l
233,Norrlands Guld,1412,11.5,False,330,0.053,5,5,2,Internationell stil,Gul färg ,Spendrups ,"Maltig smak med inslag av citrus, örter och knäckebröd. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/norrlands-guld-141215,1.521,34.8
234,Norrlands Guld,1412,14.9,False,500,0.053,5,5,2,Internationell stil,Gul färg. ,Spendrups ,"Maltig smak med inslag av citrus, örter och knäckebröd. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/norrlands-guld-141212,1.779,29.8
235,Norrlands Guld,1412,12.9,False,330,0.053,5,5,2,Internationell stil,Gul färg. ,Spendrups ,"Maltig smak med inslag av citrus, örter och knäckebröd. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/norrlands-guld-141203,1.356,39.1
236,Norrlands Guld,11412,11.9,True,330,0.053,5,5,2,Internationell stil,Gul färg. ,Spendrups ,"Maltig smak med inslag av citrus, örter och knäckebröd. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/norrlands-guld-1141203,1.47,36.1
237,Norrlands Ljus,1488,11.5,False,330,0.047,4,4,1,Internationell stil,Ljusgul färg. ,Spendrups ,"Maltig smak med inslag av ljust bröd, honung och citrus. Serveras vid 8-10°C som sällskapsdryck eller till  rätter av fisk eller ljust kött.",https://www.systembolaget.se//dryck/ol/norrlands-ljus-148815,1.349,34.8
238,Norrlands Ljus,11425,13.5,True,330,0.047,4,4,1,Internationell stil,"Ljus, gul färg. ",Spendrups ,"Maltig smak med inslag av ljust bröd, citrus och örter. Serveras vid 8-10°C som sällskapsdryck eller till  rätter av fisk eller ljust kött.",https://www.systembolaget.se//dryck/ol/norrlands-ljus-1142503,1.149,40.9
239,Nya Carnegiebryggeriet,30111,19.9,True,330,0.059000000000000004,5,5,1,Övrigt,Gul färg. ,Nya Carnegiebryggeriet ,"Fruktig smak med inslag av knäckebröd, honung, ananas och citrusskal. Serveras vid 8-10°C till rätter av ljust kött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/nya-carnegiebryggeriet-3011103,0.978,60.3
240,Nya Carnegiebryggeriet,33681,19.9,True,330,0.05,6,6,2,Pilsner - tysk stil,Ljusbrun färg. ,Nya Carnegiebryggeriet ,"Maltig smak med inslag av knäckebröd, pomerans och örter. Serveras vid 8-10°C som sällskapsdryck eller till rätter av ljust kött.",https://www.systembolaget.se//dryck/ol/nya-carnegiebryggeriet-3368103,0.829,60.3
241,Nya Carnegiebryggeriet,31059,26.9,True,330,0.068,8,7,3,India pale ale (IPA),Gul färg. ,Nya Carnegiebryggeriet ,"Fruktig, humlearomatisk smak med liten sötma och tydlig beska, inslag av citronskal, ananas, passionsfrukt och mango. Serveras vid 10-12°C till rätter av lamm- eller nötkött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/nya-carnegiebryggeriet-3105903,0.834,81.5
242,Nya Carnegiebryggeriet,30110,21.9,True,330,0.048,6,6,2,Amber ale,Gulbrun färg. ,Nya Carnegiebryggeriet ,"Nyanserad smak med inslag av torkad frukt, örter, knäck och pomerans. Serveras vid 8-10°C till rätter av lamm- eller nötkött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/nya-carnegiebryggeriet-3011003,0.723,66.4
243,Nya Carnegiebryggeriet J.A.C.K.,30582,19.9,True,330,0.045,7,5,1,Session IPA,"Mörk, gul färg. ",Nya Carnegiebryggeriet ,"Humlearomatisk smak med tydlig beska inslag av blodgrapefrukt, mango, passionsfrukt, örter och tallkåda. Serveras vid 8-10°C till rätter av ljust kött.",https://www.systembolaget.se//dryck/ol/nya-carnegiebryggeriet-jack-3058203,0.746,60.3
244,Nääs,1545,19.9,True,330,0.05,6,6,1,Extra special bitter,"Mörk, brungul färg. ",Nääs Gårdsbryggeri ,"Maltig smak med inslag av fruktkaka, knäck, kryddor och pomerans. Serveras vid 10-12°C som sällskapsdryck, eller till rätter av fläsk-, lamm- och nötkött.",https://www.systembolaget.se//dryck/ol/naas-154503,0.829,60.3
245,O/O Pivot Pils,1108,20.0,False,330,0.046,5,5,1,Pilsner - tysk stil,Gul färg. ,O/O Brewing ,"Maltig smak med inslag av apelsinskal, knäckebröd, aprikos och örter. Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk eller skaldjur.",https://www.systembolaget.se//dryck/ol/oo-pivot-pils-110815,0.759,60.6
246,Oceanbryggeriet,89509,23.9,True,330,0.048,8,6,1,Amerikansk pale ale (APA),Brungul färg. ,Oceanbryggeriet ,"Maltig smak med tydlig beska, inslag av apelsinmarmelad, honung, knäckebröd och tallbarr. Serveras vid 10-12°C som sällskapsdryck eller till husmanskost.",https://www.systembolaget.se//dryck/ol/oceanbryggeriet-8950903,0.663,72.4
247,Omnipollo,31186,36.9,True,330,0.08,7,7,2,Imperial/Dubbel IPA,"Oklar, gul färg. ",Omnipollo ,"Mycket fruktig, humlearomatisk smak med tydlig beska, inslag av grapefrukt, ananas, mango, korianderfrön och honung. Serveras vid 8-10°C till rätter av ljust kött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/omnipollo-3118603,0.715,111.8
248,Omnipollo,1231,30.0,True,330,0.085,0,7,2,Imperial/Dubbel IPA,"Något oklar, gulbrun färg. ",Omnipollo ,"Nyanserad, humlearomatisk smak med påtaglig beska, inslag av grapefrukt, sirap, örter och apelsin. Serveras vid 12-14°C som sällskapsdryck eller till smakrik husmanskost.",https://www.systembolaget.se//dryck/ol/omnipollo-123103,0.935,90.9
249,Omnipollo Aon,1427,49.9,True,330,0.11,6,0,9,Imperial porter och stout,Brunsvart färg. ,Omnipollo ,"Komplex, söt smak med tydlig karaktär av choklad, inslag av pekannötter, kokos, vanilj, romrussin, lakrits och kaffe. Serveras vid 12-14°C som sällskapsdryck eller till chokladdesserter.",https://www.systembolaget.se//dryck/ol/omnipollo-aon-142703,0.727,151.2
250,Omnipollo Levon,1693,49.9,True,750,0.065,7,7,2,Belgisk ljus ale,"Något oklar, gul färg. ",Omnipollo ,"Nyanserad, humlearomatisk smak med inslag av apelsin, passionsfrukt, aprikos, grapefrukt, honung och örter. Serveras vid 12-14°C som sällskapsdryck eller till rätter av ljust kött.",https://www.systembolaget.se//dryck/ol/omnipollo-levon-169301,0.977,66.5
251,Oppigårds,1213,19.5,True,330,0.055999999999999994,7,7,1,Torr porter och stout,Mörkbrun färg. ,Oppigårds Bryggeri AB ,"Maltig, rostad, nyanserad smak med inslag av kavring, choklad, hasselnötter, kaffe, smörkola och torkade dadlar. Serveras vid 10-12°C till rätter av mörkt kött.",https://www.systembolaget.se//dryck/ol/oppigards-121303,0.948,59.1
252,Oppigårds,82910,24.5,False,330,0.055999999999999994,6,6,1,Amerikansk pale ale (APA),"Något oklar, gul färg. ",Oppigårds Bryggeri AB ,"Humlearomatisk smak med inslag av passionsfrukt, mango, ananas, grapefrukt och honung. Serveras vid 6-8°C som sällskapsdryck eller till rätter av ljust kött.",https://www.systembolaget.se//dryck/ol/oppigards-8291015,0.754,74.2
253,Oppigårds,89629,27.9,True,330,0.085,9,8,2,Imperial/Dubbel IPA,"Något oklar, mörk, gyllengul färg. ",Oppigårds Bryggeri AB ,"Mycket humlearomatisk smak med tydlig beska, inslag av aprikos, passionsfrukt, grapefrukt, honung och örter. Serveras vid 11-14°C som sällskapsdryck eller till smakrik husmanskost.",https://www.systembolaget.se//dryck/ol/oppigards-8962903,1.005,84.5
254,Oppigårds,89688,29.9,True,330,0.087,7,8,2,Imperial porter och stout,Svartbrun färg. ,Oppigårds Bryggeri AB ,"Maltig, aningen rostad smak med inslag av kavring, kaffe, mörk choklad, torkade fikon, apelsin, sirap och lakrits. Serveras vid 10-12°C till rätter av lamm- eller nötkött, eller till smakrika rätter med svamp.",https://www.systembolaget.se//dryck/ol/oppigards-8968803,0.96,90.6
255,Oppigårds,89149,19.9,True,330,0.052000000000000005,7,6,3,Märzen och wienerstil,"Mörk, gul färg. ",Oppigårds Bryggeri AB ,"Maltig smak med tydlig beska  och liten sötma, inslag av citrusskal, sirapslimpa och honung. Serveras vid 8-10°C till fläsk-, lamm- och nötkött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/oppigards-8914903,0.862,60.3
256,Oppigårds,1415,23.9,True,330,0.066,8,6,4,India pale ale (IPA),"Mörk, gulorange färg. ",Oppigårds Bryggeri AB ,"Nyanserad, fruktig, humlearomatisk smak med tydlig beska och sötma, inslag av aprikos, koriander, knäck och apelsinskal. Serveras vid 12-15°C som sällskapsdryck eller till smakrik husmanskost.",https://www.systembolaget.se//dryck/ol/oppigards-141503,0.911,72.4
257,Oppigårds,1490,19.9,True,330,0.052000000000000005,8,6,1,Golden/Blond ale,"Mörk, gyllengul färg. ",Oppigårds Bryggeri AB ,"Fruktig, något humlearomatisk smak med tydlig beska, inslag av aprikos, örter, apelsinskal och rågbröd. Serveras vid 8-10°C till husmanskost.",https://www.systembolaget.se//dryck/ol/oppigards-149003,0.862,60.3
258,Oppigårds,1475,18.9,True,330,0.048,7,6,1,Golden/Blond ale,"Mörk, gul färg. ",Oppigårds Bryggeri AB ,"Tydligt humlearomatisk smak med inslag av apelsinblom, aprikos, honung, citrusskal och knäckebröd. Serveras vid 11-13°C som sällskapsdryck, eller till rätter av fisk eller ljust kött.",https://www.systembolaget.se//dryck/ol/oppigards-147503,0.838,57.3
259,Oppigårds,89891,23.9,True,330,0.062,8,7,1,India pale ale (IPA),"Oklar, gul färg. ",Oppigårds Bryggeri AB ,"Humlearomatisk, fruktig smak med tydlig beska, inslag av passionsfrukt, ananas, tallbarr och grapefrukt. Serveras vid 10-12°C till rätter av lamm- och nötkött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/oppigards-8989103,0.856,72.4
260,Oppigårds,82780,18.0,False,330,0.05,5,5,1,Övrigt,Gul färg. ,Oppigårds Bryggeri AB ,"Maltig smak med inslag av ljust bröd, mandarin och persika. Serveras vid 8-10°C till rätter av fisk, skaldjur eller kyckling eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/oppigards-8278015,0.917,54.5
261,Oppigårds Amarillo,1442,21.9,True,330,0.059000000000000004,8,7,2,Amerikansk pale ale (APA),Gulorange färg. ,Oppigårds Bryggeri AB ,"Nyanserad, humlearomatisk smak med tydlig beska, inslag av  apelsinmarmelad, aprikos, tallbarr och ljust bröd. Serveras vid 11-13°C som sällskapsdryck, eller till smakrik husmanskost.",https://www.systembolaget.se//dryck/ol/oppigards-amarillo-144203,0.889,66.4
262,Oppigårds Everyday,89283,19.9,True,330,0.046,9,6,1,Session IPA,"Ljus, gul färg. ",Oppigårds Bryggeri AB ,"Humlearomatisk smak med tydlig beska, inslag av tallbarr, tropisk frukt, grapefrukt och honung. Serveras vid 11-14°C som sällskapsdryck eller till smakrik husmanskost",https://www.systembolaget.se//dryck/ol/oppigards-everyday-8928303,0.763,60.3
263,Orval,1650,39.9,True,330,0.069,6,7,2,Övrigt,"Något oklar, brungul färg. ",Orval ,"Nyanserad, fruktig, något kryddig smak med inslag av torkade aprikoser, rågbröd, farinsocker och apelsinskal. Serveras vid 12-14°C som sällskapsdryck eller till rätter av lamm- och nötkött.",https://www.systembolaget.se//dryck/ol/orval-165003,0.571,120.9
264,Oude Beersel,88377,53.0,True,375,0.06,2,5,1,Lambic - frukt och bär,"Oklar, mörkröd färg. ",Brouwerij Oud Beersel ,"Nyanserad, bärig, mycket syrlig smak med tydlig karaktär av körsbär, inslag av hallon, halm, kryddor och blodapelsin. Serveras vid 6-8°C som aperitif eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/oude-beersel-8837703,0.425,141.3
265,Oude Kriek Boon,1673,59.9,True,375,0.065,2,6,1,Lambic - frukt och bär,"OKlar, mörk, röd färg. ",Brouwerij Boon ,"Nyanserad, mycket syrlig, bärig smak med tydlig karaktär av mörka körsbär, inslag av skogshallon, balsamvinäger och kryddor. Serveras vid cirka 8°C som aperitif eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/oude-kriek-boon-167303,0.407,159.7
266,Pabst Blue Ribbon,1574,14.9,True,355,0.045,5,6,2,Internationell stil,Gul färg. ,Pabst Brewing Company ,"Maltig smak med inslag av ljust bröd, citron och halm. Serveras vid 6-8°C som sällskapsdryck eller till rätter av fisk, skaldjur eller fågel.",https://www.systembolaget.se//dryck/ol/pabst-blue-ribbon-157403,1.072,42.0
267,Pango IPA,30993,33.9,False,330,0.059000000000000004,7,6,2,India pale ale (IPA),"Oklar, gul färg. ",Brewski ,"Nyanserad, humlearomatisk smak med tydlig beska, inslag av ananas, passionsfrukt, mango, tallbarr och grapefrukt. Serveras vid 10-12°C till rätter av lamm- eller nötkött eller som sällskapsdryck",https://www.systembolaget.se//dryck/ol/pango-ipa-3099315,0.574,102.7
268,Paulaner,2470,17.9,False,500,0.049,6,6,1,Dortmunder och helles,Gul färg. ,Paulaner Brauerei ,"Maltig smak med inslag av knäckebröd, örter, honung och citrus. Serveras vid 8-10°C som sällskapsdryck, eller till rätter av fisk och ljust kött.",https://www.systembolaget.se//dryck/ol/paulaner-247012,1.369,35.8
269,Paulaner,1557,23.9,True,500,0.055,3,5,1,Hefeweizen,"Något oklar, mörk, gyllengul färg. ",Paulaner Brauerei ,"Fruktig, aningen kryddig smak med inslag av aprikos, skumbanan, ljust bröd och jasminris. Serveras vid cirka 8°C som sällskapsdryck eller till husmanskost.",https://www.systembolaget.se//dryck/ol/paulaner-155701,1.151,47.8
270,Peroni Nastro Azzurro,1418,18.1,False,330,0.051,5,5,1,Internationell stil,"Ljus, gul färg. ",Birra Peroni ,"Maltig smak med inslag av honung, ljust bröd och citrus. Serveras vid cirka 8°C som sällskapsdryck, eller till rätter av ljust kött.",https://www.systembolaget.se//dryck/ol/peroni-nastro-azzurro-141815,0.93,54.8
271,Peroni Nastro Azzurro,1418,17.9,True,330,0.051,5,5,1,Internationell stil,"Ljus, gul färg. ",Birra Peroni ,"Maltig smak med inslag av honung, ljust bröd och citrus. Serveras vid cirka 8°C som sällskapsdryck, eller till rätter av ljust kött.",https://www.systembolaget.se//dryck/ol/peroni-nastro-azzurro-141803,0.94,54.2
272,Pfungstädter Edel-Pils Premium,1354,19.9,True,500,0.049,6,6,1,Pilsner - tysk stil,Gul färg. ,Pfungstädter Brauerei ,"Maltig smak med inslag av knäckebröd, honung, örter och citrus. Serveras vid 8-10°C som sällskapsdryck, eller till rätter av fisk och ljust kött.",https://www.systembolaget.se//dryck/ol/pfungstadter-edel-pils-premium-135401,1.231,39.8
273,Pfungstädter Edel-Pils Premium,1354,14.9,True,330,0.049,6,6,1,Pilsner - tysk stil,Gul färg. ,Pfungstädter Brauerei ,"Maltig smak med inslag av knäckebröd, honung, örter och citrus. Serveras vid 8-10°C som sällskapsdryck, eller till rätter av fisk och ljust kött.",https://www.systembolaget.se//dryck/ol/pfungstadter-edel-pils-premium-135403,1.085,45.2
274,Pilsner Urquell,1566,16.5,True,330,0.044000000000000004,6,6,1,Pilsner - tjeckisk stil,"Mörk, gyllengul färg. ",Pilsner Urquell ,"Maltig smak med inslag av apelsin, honung, örter och ljust bröd. Serveras vid 8-10°C till smakrik husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/pilsner-urquell-156603,0.88,50.0
275,Pilsner Urquell,1566,19.5,False,500,0.044000000000000004,6,6,1,Pilsner - tjeckisk stil,"Mörk, gyllengul färg. ",Pilsner Urquell ,"Maltig smak med inslag av apelsin, honung, örter och ljust bröd. Serveras vid 8-10°C till smakrik husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/pilsner-urquell-156612,1.128,39.0
276,Pistonhead,89067,12.5,False,330,0.051,6,5,1,Modern stil,"Oklar, gul färg. ",Brutal Brewing ,"Något humlearomatisk, fruktig smak med inslag av passionsfrukt, ljust bröd, nektarin och grapefrukt. Serveras vid 8-10°C till rätter av ljust kött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/pistonhead-8906715,1.346,37.9
277,Pistonhead,1454,12.5,False,330,0.049,7,6,1,Modern stil,"Ljus, gul färg. ",Spendrups ,"Fruktig smak med inslag av apelsinblommor, aprikos, honung, örter och grapefrukt. Serveras vid 8-10°C till husmanskost.",https://www.systembolaget.se//dryck/ol/pistonhead-145414,1.294,37.9
278,Pistonhead,1491,12.5,False,330,0.045,4,3,1,Modern stil,"Ljus, gul färg. ",Spendrups ,"Fruktig smak med inslag av ljust bröd, citron och mynta. Serveras vid 8-10°C till lättare husmanskost.",https://www.systembolaget.se//dryck/ol/pistonhead-149114,1.188,37.9
279,Pistonhead,1454,11.9,True,330,0.049,7,6,1,Modern stil,"Ljus, gul färg. ",Spendrups ,"Fruktig smak med inslag av apelsinblommor, aprikos, honung, örter och grapefrukt. Serveras vid 8-10°C till husmanskost.",https://www.systembolaget.se//dryck/ol/pistonhead-145403,1.359,36.1
280,Poppels,88888,29.9,True,330,0.08,7,8,2,Imperial/Dubbel IPA,Gulbrun färg. ,Poppels Bryggeri ,"Humlearomatisk smak med tydlig beska, inslag av grapefrukt, passionsfrukt, mango, honung och tallbarr. Serveras vid 12-13°C till rätter av lamm- eller nötkött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/poppels-8888803,0.883,90.6
281,Poppels,31006,20.0,True,330,0.042,7,7,1,Session IPA,"Oklar, mörk, gul färg. ",Poppels Bryggeri ,"Fruktig smak med tydlig beska, inslag av aprikos, mango, apelsin och surdegslimpa. Serveras vid 8-10°C som sällskapsdryck eller till rätter av fläsk-, lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/poppels-3100603,0.693,60.6
282,Poppels,89274,27.7,True,330,0.065,7,7,1,India pale ale (IPA),"Mörk, gul färg. ",Poppels Bryggeri ,"Humlearomatisk, nyanserad smak med inslag av apelsin, blodgrapefrukt, honung, vita blommor och örter. Serveras vid 10-12°C som sällskapsdryck eller till smakrika rätter av lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/poppels-8927403,0.774,83.9
283,Poppels,1489,24.9,True,330,0.065,8,7,2,India pale ale (IPA),"Något oklar, mörk, gul färg. ",Poppels Bryggeri ,"Humlearomatisk smak med tydlig beska, inslag av apelsinskal, aprikos, äppelblommor, halm och örter. Serveras vid 8-10°C som sällskapsdryck eller till rätter av lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/poppels-148903,0.861,75.5
284,Poppels,31434,28.7,False,330,0.07,8,7,2,India pale ale (IPA),"Oklar, gulbrun färg. ",Poppels Bryggeri ,"Fruktig, något humlearomatisk smak med tydlig beska, inslag av aprikos, grapefrukt, granskott, ananas och pomerans. Serveras vid 10-12°C som sällskapsdryck eller till rätter av lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/poppels-3143415,0.805,87.0
285,Poppels Bryggeri,88218,20.0,True,330,0.047,2,3,1,Witbier,"Oklar, ljusgul färg. ",Poppels Bryggeri ,"Fruktig smak med inslag av citrus, koriander och banan. Serveras vid 8-10°C som sällskapsdryck eller till fiskrätter.",https://www.systembolaget.se//dryck/ol/poppels-bryggeri-8821803,0.776,60.6
286,Poppels Bryggeri,88460,23.5,True,330,0.054000000000000006,7,6,1,Amerikansk pale ale (APA),Brungul färg. ,Poppels Bryggeri ,"Humlearomatisk smak med inslag av blodgrapefrukt, aprikos, tallbarr, sirap och örter. Serveras vid 10-12°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/poppels-bryggeri-8846003,0.758,71.2
287,Poppels Passion Pale Ale,31408,24.9,True,330,0.052000000000000005,5,6,2,Amerikansk pale ale (APA),"Något oklar, gul färg. ",Poppels Bryggeri ,"Fruktig smak med inslag av passionsfrukt, mango, ananas, honung och örter. Serveras vid cirka 8-10°C som sällskapsdryck eller till rätter av ljust kött.",https://www.systembolaget.se//dryck/ol/poppels-passion-pale-ale-3140803,0.689,75.5
288,Poppels Russian Imperial Stout,30285,34.9,True,330,0.095,7,7,5,Imperial porter och stout,Brunsvart färg. ,Poppels Bryggeri ,"Maltig smak med sötma, inslag av pumpernickel, lakrits, russin, kaffe och mörk choklad. Serveras vid 12-14°C till rätter av mörkt kött.",https://www.systembolaget.se//dryck/ol/poppels-russian-imperial-stout-3028503,0.898,105.8
289,Poppels Sour Fruit Ale,31088,27.9,False,330,0.045,1,4,1,Berliner weisse,"Oklar, röd färg. ",Poppels Bryggeri ,"Fruktig, något syrlig smak med inslag av jordgubbar, hallon och smörkola. Serveras vid 6-8°C som aperitif eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/poppels-sour-fruit-ale-3108815,0.532,84.5
290,Pripps Blå,1223,10.5,False,330,0.05,5,5,2,Internationell stil,"Mörk, gul färg. ",Carlsberg Sverige AB ,"Fruktig smak med inslag av ljust bröd, honung och citrus. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/pripps-bla-122315,1.571,31.8
291,Pripps Blå,11451,12.6,False,500,0.05,5,5,2,Internationell stil,"Mörk, gul färg. ",Carlsberg Sverige AB ,"Fruktig smak med inslag av ljust bröd, honung och citrus. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/pripps-bla-1145112,1.984,25.2
292,Pripps Blå Pure,11400,11.5,True,330,0.048,3,4,1,Internationell stil,Gul färg. ,Carlsberg Sverige AB ,"Maltig, något blommig smak med inslag av knäckebröd och citrus. Serveras vid 6-8°C som sällskapsdryck eller till rätter av fisk och ljust kött, gärna med asiatiska inslag.",https://www.systembolaget.se//dryck/ol/pripps-bla-pure-1140003,1.377,34.8
293,Pripps Extra Stark,1296,15.5,False,500,0.07200000000000001,5,8,4,Starkare lager,Gul färg. ,Carlsberg Sverige AB ,"Maltig smak med liten sötma, inslag av rågbröd, honung och pomerans. Serveras vid cirka 8°C som sällskapsdryck eller till rätter av fläsk-, lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/pripps-extra-stark-129612,2.323,31.0
294,Purity,12352,21.5,False,330,0.043,7,6,1,Golden/Blond ale,Gul färg. ,Purity Brewing Co ,"Fruktig smak med tydlig beska, inslag av torkad ananas, ljust bröd, honung, örter och mandarin. Serveras vid 8-10°C till rätter av ljust kött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/purity-1235215,0.66,65.2
295,Red Stripe,1531,14.3,True,330,0.047,3,3,2,Internationell stil,Gul färg. ,Desnoes & Geddes ,"Brödig smak med inslag av citrus, ananas och halm. Serveras vid cirka 8°C till heta rätter av fisk eller ljust kött.",https://www.systembolaget.se//dryck/ol/red-stripe-153103,1.085,43.3
296,Remmarlöv,30170,20.0,True,330,0.048,5,4,1,Golden/Blond ale,Gulbrun färg. ,Remmarlöv Gårdsbryggeri ,"Maltig smak med inslag av knäckebröd, citrus och örter. Serveras vid 6-9°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/remmarlov-3017003,0.792,60.6
297,Remmarlöv,30338,21.9,True,330,0.045,8,6,1,Session IPA,Gulbrun färg. ,Remmarlöv Gårdsbryggeri ,"Nyanserad, humlearomatisk smak med tydlig beska, inslag av apelsinskal, ananas, färska örter, honung och aprikos. Serveras vid 10-12°C som sällskapsdryck eller till rätter av lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/remmarlov-3033803,0.678,66.4
298,Rodenbach,1270,28.0,True,330,0.06,3,6,3,Flamländsk röd och brun öl,Brungul färg. ,Rodenbach ,"Nyanserad, karaktärsfull, syrlig smak med liten sötma, inslag av fat, torkade aprikoser, mörkt bröd, maltvinäger, knäck och pomerans. Serveras vid 8-10°C till rätter av ljust kött.",https://www.systembolaget.se//dryck/ol/rodenbach-127003,0.707,84.8
299,Rodenbach Alexander,11736,99.0,True,750,0.055999999999999994,2,6,5,Flamländsk röd och brun öl,"Något oklar, rödbrun färg. ",Rodenbach ,"Nyanserad, syrlig smak med sötma, inslag av fat, körsbär, blodapelsin, mandelmassa, hallon, nötter och balsamvinäger. Serveras vid cirka 10°C som aperitif eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/rodenbach-alexander-1173601,0.424,132.0
300,Ruby Mild,12501,25.5,True,500,0.044000000000000004,4,6,1,Mild,"Mörk, brunröd färg. ",Rudgate Brewery ,"Fruktig, nyanserad smak med inslag av torkade aprikoser, dadlar, farinsocker, tobak och mörkt bröd. Serveras vid 8-10°C som sällskapsdryck eller till rätter av ljust kött.",https://www.systembolaget.se//dryck/ol/ruby-mild-1250101,0.863,51.0
301,Ruddles County,1208,20.9,False,500,0.043,7,7,1,Engelsk pale ale och bitter,"Ljus, brunröd färg. ",Greene King ,"Maltig smak med tydlig beska, inslag av vörtbröd, knäck, torkad frukt, kryddor och pomerans. Serveras vid 10-12°C som sällskapsdryck, eller till rätter av lamm- och nötkött.",https://www.systembolaget.se//dryck/ol/ruddles-county-120812,1.029,41.8
302,Råå,30897,20.0,True,330,0.05,6,6,1,Modern stil,Brungul färg. ,Råå Bryggeri ,"Maltig smak med inslag av knäckebröd, färska örter, apelsin och halm. Serveras vid 8-10°C till rätter av fisk, ljust kött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/raa-3089703,0.825,60.6
303,S:t Eriks Rabarber Sur,1211,22.9,True,330,0.047,1,4,2,Övrig syrlig öl,"Något oklar, gul färg. ",S:t Eriks Bryggeri ,"Fruktig, syrlig smak med inslag av grapefrukt, ljust bröd och rabarber. Serveras vid 6-8°C som aperitif eller till rätter av ljust kött.",https://www.systembolaget.se//dryck/ol/st-eriks-rabarber-sur-121103,0.677,69.4
304,Saison,1586,59.9,True,750,0.064,3,6,2,Saison,"Oklar, ljus, gul färg. ",Brasserie du Bocq ,"Fruktig, nyanserad doft med inslag av aprikos, ananas, ljust bröd, örter, honung och citron. Serveras vid 8-10°C till rätter av fisk, ljust kött eller som sällskapsdryck
sällskapsdryck eller till rustika rätter av ljust kött, smakrika vegetariska rätter eller till hård-, kitt- eller vitmögelost.",https://www.systembolaget.se//dryck/ol/saison-158601,0.801,79.9
305,Saison Dupont Biologique,1614,59.0,True,750,0.055,4,6,1,Saison,"Oklar, gyllengul färg. ",Brasserie Dupont ,"Fruktig smak med inslag av ananas, ljust bröd, aprikos, färska örter och citron. Serveras vid 8-10°C till ljust kött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/saison-dupont-biologique-161401,0.699,78.7
306,Saison d'Etre,1617,67.8,True,750,0.05,5,5,1,Saison,"Något, oklar, gul färg. ",STHLM Brewing Co. ,"Maltig, något kryddig smak med inslag av ljust bröd, aprikos, kryddnejlika, honung, halm och citrus. Serveras vid 8-10°C som sällskapsdryck, till vegetariska rätter, eller till rätter av ljust kött.",https://www.systembolaget.se//dryck/ol/saison-detre-161701,0.553,90.4
307,Samuel Adams,1546,18.9,True,355,0.047,7,7,2,Märzen och wienerstil,"Mörk, gyllengul färg. ",Boston Beer Company ,"Nyanserad, humlearomatisk smak med inslag av apelsinskal, honung, knäck, örter och sirapslimpa. Serveras vid 8-10°C till smakrik husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/samuel-adams-154603,0.883,53.2
308,Samuel Adams,1649,18.9,True,355,0.05,7,6,2,Amber ale,"Ljus, rödbrun färg. ",Boston Beer Company ,"Fruktig smak med inslag av torkade aprikoser, farinsocker och apelsinskal. Serveras vid 10-12°C till rätter av fläsk-, lamm- eller nötkött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/samuel-adams-164903,0.939,53.2
